Category,City,CustomerName,Discount,OrderID,PostalCode,ProductName,Profit,Quantity,Region,Sales,Segment,ShipMode,State,Sub_Category,SalesForecast,ShipStatus,OrderProfitable,SalesperCustomer,ProfitRatio,SalesaboveTarget,latitude,longitude,IsShippingDelayed,DaysBetweenOrderAndShip,MonthsBetweenOrderAndShip,OrderYear,OrderMonth,OrderDay,ShipYear,ShipMonth,ShipDay,ProductID,CustomerID,ShipID,LocationID,DateKey
Furniture,Newark,Harold Engle,0.0,CA-2013-146374,19711,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,6,1,East,13,Corporate,Second Class,Delaware,Furnishings,18,Shipped Late,Yes,13.4,48.0,5.0,39.7011,-75.7375,Yes,5,0,2013,12,6,2013,12,11,590,319,2418,401,2013-12-06
Office Supplies,Chicago,Mike Pelletier,0.2,CA-2013-163636,60623,Newell 311,0,2,Central,4,Home Office,Second Class,Illinois,Art,5,Shipped Late,No,3.54,8.8,1.0,41.849,-87.7157,Yes,4,0,2013,12,6,2013,12,10,1114,544,2697,92,2013-12-06
Office Supplies,Chicago,Randy Ferguson,0.2,CA-2013-145009,60610,Avery 483,4,3,Central,12,Corporate,Second Class,Illinois,Labels,16,Shipped On Time,Yes,11.95,32.5,4.0,41.9033,-87.6336,No,3,0,2013,12,6,2013,12,9,189,622,2390,91,2013-12-06
Office Supplies,Franklin,Justin Ellison,0.0,CA-2013-114489,53132,GBC Prestige Therm-A-Bind Covers,81,5,Central,172,Corporate,Standard Class,Wisconsin,Binders,225,Shipped Early,Yes,171.55,47.0,53.0,42.9017,-88.0086,No,4,0,2013,12,6,2013,12,10,699,410,1929,193,2013-12-06
Office Supplies,Georgetown,Theone Pippenger,0.0,CA-2013-109722,40324,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,70,9,South,585,Consumer,Second Class,Kentucky,Storage,766,Shipped Early,Yes,584.82,12.0,181.0,38.2117,-84.5562,No,2,0,2013,12,6,2013,12,8,632,741,1842,203,2013-12-06
Office Supplies,New York City,James Galang,0.0,CA-2013-108434,10024,"Dual Level, Single-Width Filing Carts",121,3,East,465,Consumer,Second Class,New York,Storage,610,Shipped Early,Yes,465.18,26.0,145.0,40.7864,-73.9764,No,2,0,2013,12,6,2013,12,8,534,343,1822,399,2013-12-06
Office Supplies,Newark,Harold Engle,0.0,CA-2013-146374,19711,"#10 White Business Envelopes,4 1/8 x 9 1/2",52,7,East,110,Corporate,Second Class,Delaware,Envelopes,144,Shipped Late,Yes,109.69,47.0,34.0,39.7011,-75.7375,Yes,5,0,2013,12,6,2013,12,11,3,319,2418,401,2013-12-06
Office Supplies,Newark,Harold Engle,0.0,CA-2013-146374,19711,Staples,2,1,East,5,Corporate,Second Class,Delaware,Paper,7,Shipped Late,Yes,4.98,47.0,2.0,39.7011,-75.7375,Yes,5,0,2013,12,6,2013,12,11,1490,319,2418,401,2013-12-06
Office Supplies,Seattle,Irene Maddox,0.2,CA-2013-161389,98103,Fellowes PB200 Plastic Comb Binding Machine,133,3,West,408,Consumer,Standard Class,Washington,Binders,535,Shipped Early,Yes,407.98,32.5,127.0,47.6733,-122.3426,No,5,0,2013,12,6,2013,12,11,646,337,2656,544,2013-12-06
Office Supplies,Washington,Tony Chapman,0.0,CA-2013-140564,20016,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",13,8,East,34,Home Office,Second Class,District of Columbia,Art,44,Shipped Late,Yes,33.92,39.0,10.0,38.9381,-77.086,Yes,5,0,2013,12,6,2013,12,11,274,763,2329,604,2013-12-06
Technology,Franklin,Justin Ellison,0.0,CA-2013-114489,53132,Anker Astro 15000mAh USB Portable Charger,6,3,Central,150,Corporate,Standard Class,Wisconsin,Phones,197,Shipped Early,Yes,149.97,4.0,47.0,42.9017,-88.0086,No,4,0,2013,12,6,2013,12,10,149,410,1929,193,2013-12-06
Technology,Franklin,Justin Ellison,0.0,CA-2013-114489,53132,Plantronics Cordless Phone Headset with In-line Volume - M214C,104,11,Central,384,Corporate,Standard Class,Wisconsin,Phones,504,Shipped Early,Yes,384.45,27.0,120.0,42.9017,-88.0086,No,4,0,2013,12,6,2013,12,10,1268,410,1929,193,2013-12-06
Technology,Georgetown,Theone Pippenger,0.0,CA-2013-109722,40324,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),196,2,South,700,Consumer,Second Class,Kentucky,Phones,917,Shipped Early,Yes,699.98,28.0,217.0,38.2117,-84.5562,No,2,0,2013,12,6,2013,12,8,1388,741,1842,203,2013-12-06
Office Supplies,Antioch,Greg Guthrie,0.0,US-2013-114776,94509,Xerox 216,9,3,West,19,Corporate,First Class,California,Paper,25,Shipped On Time,Yes,19.44,48.0,6.0,37.9939,-121.8089,No,1,0,2013,12,7,2013,12,8,1803,309,4550,13,2013-12-07
Office Supplies,Hempstead,Dave Poirier,0.2,CA-2013-162390,11550,Ibico EB-19 Dual Function Manual Binding System,315,7,East,969,Corporate,Standard Class,New York,Binders,1269,Shipped On Time,Yes,968.74,32.5,300.0,40.7049,-73.6176,No,6,0,2013,12,7,2013,12,13,891,206,2678,231,2013-12-07
Office Supplies,Hempstead,Dave Poirier,0.2,CA-2013-162390,11550,Trimflex Flexible Post Binders,78,13,East,222,Corporate,Standard Class,New York,Binders,291,Shipped On Time,Yes,222.35,35.0,69.0,40.7049,-73.6176,No,6,0,2013,12,7,2013,12,13,1563,206,2678,231,2013-12-07
Office Supplies,Los Angeles,Anne Pryor,0.0,US-2013-103674,90032,"Alliance Big Bands Rubber Bands, 12/Pack",0,7,West,14,Home Office,Standard Class,California,Fasteners,18,Shipped Early,No,13.86,0.0,4.0,34.0818,-118.1753,No,4,0,2013,12,7,2013,12,11,130,48,4517,324,2013-12-07
Office Supplies,Los Angeles,Anne Pryor,0.2,US-2013-103674,90032,Avery Durable Slant Ring Binders With Label Holder,5,4,West,13,Home Office,Standard Class,California,Binders,18,Shipped Early,Yes,13.38,35.0,5.0,34.0818,-118.1753,No,4,0,2013,12,7,2013,12,11,239,48,4517,324,2013-12-07
Office Supplies,Los Angeles,Anne Pryor,0.0,US-2013-103674,90032,Blackstonian Pencils,5,7,West,19,Home Office,Standard Class,California,Art,24,Shipped Early,Yes,18.69,28.0,5.0,34.0818,-118.1753,No,4,0,2013,12,7,2013,12,11,342,48,4517,324,2013-12-07
Office Supplies,Los Angeles,Anne Pryor,0.2,US-2013-103674,90032,Ibico Recycled Linen-Style Covers,153,14,West,437,Home Office,Standard Class,California,Binders,573,Shipped Early,Yes,437.47,35.0,136.0,34.0818,-118.1753,No,4,0,2013,12,7,2013,12,11,900,48,4517,324,2013-12-07
Office Supplies,Los Angeles,Anne Pryor,0.0,US-2013-103674,90032,Xerox 1977,6,2,West,13,Home Office,Standard Class,California,Paper,18,Shipped Early,Yes,13.36,48.0,5.0,34.0818,-118.1753,No,4,0,2013,12,7,2013,12,11,1758,48,4517,324,2013-12-07
Office Supplies,Seattle,Greg Tran,0.2,US-2013-169040,98105,GBC Standard Therm-A-Bind Covers,19,3,West,60,Consumer,Standard Class,Washington,Binders,78,Shipped On Time,Yes,59.81,32.5,18.0,47.6633,-122.3022,No,6,0,2013,12,7,2013,12,13,708,313,4717,545,2013-12-07
Office Supplies,Seattle,Greg Tran,0.2,US-2013-169040,98105,Ibico Plastic and Wire Spiral Binding Combs,15,7,West,47,Consumer,Standard Class,Washington,Binders,62,Shipped On Time,Yes,47.21,32.5,15.0,47.6633,-122.3022,No,6,0,2013,12,7,2013,12,13,897,313,4717,545,2013-12-07
Office Supplies,Seattle,Greg Tran,0.0,US-2013-169040,98105,Jet-Pak Recycled Peel N Seal Padded Mailers,16,1,West,36,Consumer,Standard Class,Washington,Envelopes,47,Shipped On Time,Yes,35.89,45.0,11.0,47.6633,-122.3022,No,6,0,2013,12,7,2013,12,13,937,313,4717,545,2013-12-07
Office Supplies,Seattle,Greg Tran,0.0,US-2013-169040,98105,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",89,5,West,190,Consumer,Standard Class,Washington,Paper,249,Shipped On Time,Yes,189.7,47.0,59.0,47.6633,-122.3022,No,6,0,2013,12,7,2013,12,13,1453,313,4717,545,2013-12-07
Office Supplies,Seattle,Greg Tran,0.0,US-2013-169040,98105,Xerox 1880,117,7,West,248,Consumer,Standard Class,Washington,Paper,325,Shipped On Time,Yes,248.08,47.0,77.0,47.6633,-122.3022,No,6,0,2013,12,7,2013,12,13,1653,313,4717,545,2013-12-07
Technology,Hempstead,Dave Poirier,0.2,CA-2013-162390,11550,Brother DCP1000 Digital 3 in 1 Multifunction Machine,90,2,East,480,Corporate,Standard Class,New York,Copiers,629,Shipped On Time,Yes,479.98,18.8,149.0,40.7049,-73.6176,No,6,0,2013,12,7,2013,12,13,370,206,2678,231,2013-12-07
Technology,Los Angeles,Anne Pryor,0.2,US-2013-103674,90032,Avaya 5410 Digital phone,27,5,West,272,Home Office,Standard Class,California,Phones,356,Shipped Early,Yes,271.96,10.0,84.0,34.0818,-118.1753,No,4,0,2013,12,7,2013,12,11,172,48,4517,324,2013-12-07
Technology,Los Angeles,Anne Pryor,0.2,US-2013-103674,90032,Cisco SPA301,31,2,West,250,Home Office,Standard Class,California,Phones,327,Shipped Early,Yes,249.58,12.5,77.0,34.0818,-118.1753,No,4,0,2013,12,7,2013,12,11,438,48,4517,324,2013-12-07
Technology,Seattle,Greg Tran,0.2,US-2013-169040,98105,Google Nexus 5,27,3,West,432,Consumer,Standard Class,Washington,Phones,566,Shipped On Time,Yes,431.98,6.3,134.0,47.6633,-122.3022,No,6,0,2013,12,7,2013,12,13,771,313,4717,545,2013-12-07
Technology,Seattle,Greg Tran,0.2,US-2013-169040,98105,Plantronics Calisto P620-M USB Wireless Speakerphone System,14,1,West,157,Consumer,Standard Class,Washington,Phones,205,Shipped On Time,Yes,156.79,8.8,48.0,47.6633,-122.3022,No,6,0,2013,12,7,2013,12,13,1267,313,4717,545,2013-12-07
Furniture,Eau Claire,Arthur Gainer,0.0,CA-2013-160108,54703,"Bush Westfield Collection Bookcases, Dark Cherry Finish",32,7,Central,406,Consumer,Standard Class,Wisconsin,Bookcases,532,Shipped Early,Yes,405.86,8.0,126.0,44.8346,-91.5159,No,4,0,2013,12,9,2013,12,13,386,60,2635,161,2013-12-09
Furniture,Eau Claire,Arthur Gainer,0.0,CA-2013-160108,54703,Hon GuestStacker Chair,177,3,Central,680,Consumer,Standard Class,Wisconsin,Chairs,891,Shipped Early,Yes,680.01,26.0,211.0,44.8346,-91.5159,No,4,0,2013,12,9,2013,12,13,840,60,2635,161,2013-12-09
Furniture,Richardson,Gene Hale,0.6,CA-2013-117590,75080,"Electrix Architects Clamp-On Swing Arm Lamp, Black",-148,5,Central,191,Corporate,First Class,Texas,Furnishings,250,Shipped Late,No,190.92,-77.5,59.0,32.966,-96.7452,Yes,2,0,2013,12,9,2013,12,11,591,298,1973,487,2013-12-09
Furniture,San Francisco,Stefania Perrino,0.2,CA-2013-131289,94110,Hon 94000 Series Round Tables,-195,6,West,1422,Corporate,Standard Class,California,Tables,1863,Shipped On Time,No,1421.66,-13.8,441.0,37.7509,-122.4153,No,6,0,2013,12,9,2013,12,15,833,707,2188,529,2013-12-09
Office Supplies,Columbus,Julia Barnett,0.2,CA-2013-158302,43229,"Ampad Gold Fibre Wirebound Steno Books, 6 x 9, Gregg Ruled",3,3,East,11,Home Office,Second Class,Ohio,Paper,14,Shipped Late,Yes,10.58,32.5,3.0,40.0839,-82.9726,Yes,4,0,2013,12,9,2013,12,13,141,402,2603,112,2013-12-09
Office Supplies,Columbus,Julie Prescott,0.7,CA-2013-124562,43229,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",-10,7,East,13,Home Office,Standard Class,Ohio,Binders,17,Shipped Early,No,12.96,-73.3,4.0,40.0839,-82.9726,No,4,0,2013,12,9,2013,12,13,1580,408,2080,112,2013-12-09
Office Supplies,San Francisco,Doug Bickford,0.0,CA-2013-115224,94110,Fellowes High-Stak Drawer Files,81,2,West,352,Consumer,Second Class,California,Storage,462,Shipped On Time,Yes,352.38,23.0,110.0,37.7509,-122.4153,No,3,0,2013,12,9,2013,12,12,641,240,1941,529,2013-12-09
Office Supplies,San Francisco,Doug Bickford,0.0,CA-2013-115224,94110,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",10,3,West,34,Consumer,Second Class,California,Storage,45,Shipped On Time,Yes,34.05,28.0,11.0,37.7509,-122.4153,No,3,0,2013,12,9,2013,12,12,1446,240,1941,529,2013-12-09
Office Supplies,San Francisco,Stefania Perrino,0.0,CA-2013-131289,94110,Newell 341,2,2,West,9,Corporate,Standard Class,California,Art,11,Shipped On Time,Yes,8.56,29.0,2.0,37.7509,-122.4153,No,6,0,2013,12,9,2013,12,15,1147,707,2188,529,2013-12-09
Office Supplies,San Francisco,Stefania Perrino,0.0,CA-2013-131289,94110,Xerox 204,22,7,West,45,Corporate,Standard Class,California,Paper,59,Shipped On Time,Yes,45.36,48.0,14.0,37.7509,-122.4153,No,6,0,2013,12,9,2013,12,15,1790,707,2188,529,2013-12-09
Technology,Greenville,Lena Hernandez,0.2,CA-2013-113733,27834,Cisco SPA301,31,2,South,250,Consumer,Standard Class,North Carolina,Phones,327,Shipped Early,Yes,249.58,12.5,77.0,35.6192,-77.3975,No,4,0,2013,12,9,2013,12,13,438,459,1917,217,2013-12-09
Technology,Greenville,Lena Hernandez,0.2,CA-2013-113733,27834,Imation 30456 USB Flash Drive 8GB,-2,3,South,17,Consumer,Standard Class,North Carolina,Accessories,22,Shipped Early,No,16.56,-15.0,5.0,35.6192,-77.3975,No,4,0,2013,12,9,2013,12,13,909,459,1917,217,2013-12-09
Technology,Greenville,Lena Hernandez,0.2,CA-2013-113733,27834,Maxell 4.7GB DVD-R,18,3,South,68,Consumer,Standard Class,North Carolina,Accessories,89,Shipped Early,Yes,68.11,26.3,21.0,35.6192,-77.3975,No,4,0,2013,12,9,2013,12,13,1050,459,1917,217,2013-12-09
Technology,Richardson,Gene Hale,0.2,CA-2013-117590,75080,GE 30524EE4,123,7,Central,1098,Corporate,First Class,Texas,Phones,1438,Shipped Late,Yes,1097.54,11.3,340.0,32.966,-96.7452,Yes,2,0,2013,12,9,2013,12,11,722,298,1973,487,2013-12-09
Technology,Saint Paul,Quincy Jones,0.0,CA-2013-134425,55106,Motorola HK250 Universal Bluetooth Headset,2,5,Central,115,Corporate,Second Class,Minnesota,Phones,151,Shipped Late,Yes,114.95,2.0,36.0,44.9684,-93.0488,Yes,4,0,2013,12,9,2013,12,13,1096,616,2237,514,2013-12-09
Furniture,Franklin,Damala Kotsonis,0.4,US-2013-161844,37064,Hon 61000 Series Interactive Training Tables,-29,3,South,80,Corporate,Second Class,Tennessee,Tables,105,Shipped Late,No,79.97,-36.7,25.0,35.9328,-86.8788,Yes,5,0,2013,12,10,2013,12,15,832,188,4694,192,2013-12-10
Furniture,Springfield,Paul MacIntyre,0.0,CA-2013-102092,22153,Iceberg OfficeWorks 42 Round Tables,159,7,South,1057,Consumer,First Class,Virginia,Tables,1385,Shipped Late,Yes,1056.86,15.0,328.0,38.7449,-77.237,Yes,2,0,2013,12,10,2013,12,12,904,595,1737,562,2013-12-10
Office Supplies,Chicago,Rob Williams,0.2,US-2013-131114,60610,Acme Office Executive Series Stainless Steel Trimmers,2,3,Central,21,Corporate,Second Class,Illinois,Supplies,27,Shipped Late,Yes,20.57,7.5,6.0,41.9033,-87.6336,Yes,4,0,2013,12,10,2013,12,14,93,641,4593,91,2013-12-10
Office Supplies,Chicago,Rob Williams,0.8,US-2013-131114,60610,Belkin 6 Outlet Metallic Surge Strip,-12,2,Central,4,Corporate,Second Class,Illinois,Appliances,6,Shipped Late,No,4.36,-270.0,2.0,41.9033,-87.6336,Yes,4,0,2013,12,10,2013,12,14,293,641,4593,91,2013-12-10
Office Supplies,Fort Worth,George Bell,0.2,CA-2013-128923,76106,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",1,1,Central,9,Corporate,Standard Class,Texas,Art,12,Shipped Early,Yes,9.33,8.8,3.0,32.7968,-97.356,No,4,0,2013,12,10,2013,12,14,883,301,2148,189,2013-12-10
Office Supplies,Fort Worth,George Bell,0.2,CA-2013-128923,76106,Things To Do Today Pad,3,2,Central,9,Corporate,Standard Class,Texas,Paper,12,Shipped Early,Yes,9.39,35.0,3.0,32.7968,-97.356,No,4,0,2013,12,10,2013,12,14,1555,301,2148,189,2013-12-10
Office Supplies,Franklin,Damala Kotsonis,0.7,US-2013-161844,37064,"Acco Pressboard Covers with Storage Hooks, 14 7/8 x 11, Light Blue",-2,2,South,3,Corporate,Second Class,Tennessee,Binders,4,Shipped Late,No,2.95,-70.0,1.0,35.9328,-86.8788,Yes,5,0,2013,12,10,2013,12,15,73,188,4694,192,2013-12-10
Office Supplies,Fremont,Ken Black,0.0,CA-2013-137330,68025,"Acco Six-Outlet Power Strip, 4 Cord Length",16,7,Central,60,Corporate,Standard Class,Nebraska,Appliances,79,Shipped Early,Yes,60.34,26.0,19.0,41.4416,-96.4945,No,4,0,2013,12,10,2013,12,14,77,438,2278,196,2013-12-10
Office Supplies,Fremont,Ken Black,0.0,CA-2013-137330,68025,Newell 318,5,7,Central,19,Corporate,Standard Class,Nebraska,Art,26,Shipped Early,Yes,19.46,26.0,7.0,41.4416,-96.4945,No,4,0,2013,12,10,2013,12,14,1121,438,2278,196,2013-12-10
Office Supplies,Jackson,Logan Haushalter,0.1,CA-2013-133340,49201,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",23,1,Central,62,Consumer,Standard Class,Michigan,Appliances,81,Shipped Early,Yes,61.93,37.8,19.0,42.2545,-84.3875,No,4,0,2013,12,10,2013,12,14,819,476,2215,258,2013-12-10
Office Supplies,Lawrence,Fred McMath,0.0,CA-2013-141082,1841,Avery 477,56,4,East,122,Consumer,Standard Class,Massachusetts,Labels,160,Shipped Early,Yes,122.12,46.0,38.0,42.7115,-71.167,No,4,0,2013,12,10,2013,12,14,182,291,2340,301,2013-12-10
Office Supplies,Lawrence,Fred McMath,0.0,CA-2013-141082,1841,Avery 517,2,1,East,4,Consumer,Standard Class,Massachusetts,Labels,5,Shipped Early,Yes,3.69,47.0,1.0,42.7115,-71.167,No,4,0,2013,12,10,2013,12,14,226,291,2340,301,2013-12-10
Office Supplies,Stockton,Stephanie Phelps,0.2,CA-2013-149503,95207,"Wilson Jones Elliptical Ring 3 1/2 Capacity Binders, 800 sheets",99,8,West,274,Corporate,First Class,California,Binders,359,Shipped Late,Yes,273.92,36.3,85.0,38.0024,-121.3238,Yes,3,0,2013,12,10,2013,12,13,1621,709,2469,564,2013-12-10
Technology,Chicago,Rob Williams,0.2,US-2013-131114,60610,Kingston Digital DataTraveler 8GB USB 2.0,-1,4,Central,19,Corporate,Second Class,Illinois,Accessories,25,Shipped Late,No,19.04,-7.5,6.0,41.9033,-87.6336,Yes,4,0,2013,12,10,2013,12,14,960,641,4593,91,2013-12-10
Technology,Franklin,Emily Burns,0.2,CA-2013-159989,37064,ARKON Windshield Dashboard Air Vent Car Mount Holder,-9,3,South,41,Consumer,Standard Class,Tennessee,Phones,53,Shipped Early,No,40.68,-22.5,12.0,35.9328,-86.8788,No,4,0,2013,12,10,2013,12,14,34,257,2634,192,2013-12-10
Technology,Jackson,Logan Haushalter,0.0,CA-2013-133340,49201,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",3,1,Central,11,Consumer,Standard Class,Michigan,Phones,14,Shipped Early,Yes,10.9,28.0,3.0,42.2545,-84.3875,No,4,0,2013,12,10,2013,12,14,964,476,2215,258,2013-12-10
Technology,Jackson,Logan Haushalter,0.0,CA-2013-133340,49201,Logitech Trackman Marble Mouse,25,2,Central,60,Consumer,Standard Class,Michigan,Accessories,79,Shipped Early,Yes,59.98,42.0,19.0,42.2545,-84.3875,No,4,0,2013,12,10,2013,12,14,1009,476,2215,258,2013-12-10
Furniture,Greenwood,Mark Hamilton,0.0,US-2013-143448,46142,Global Commerce Series High-Back Swivel/Tilt Chairs,356,5,Central,1425,Consumer,Same Day,Indiana,Chairs,1867,Shipped On Time,Yes,1424.9,25.0,442.0,39.6224,-86.149,No,0,0,2013,12,11,2013,12,11,738,496,4630,218,2013-12-11
Furniture,San Francisco,Logan Haushalter,0.2,CA-2013-154739,94109,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",28,2,West,322,Consumer,Second Class,California,Chairs,421,Shipped Late,Yes,321.57,8.8,99.0,37.7917,-122.4186,Yes,5,0,2013,12,11,2013,12,16,756,476,2546,528,2013-12-11
Office Supplies,Long Beach,Sanjit Jacobs,0.0,CA-2013-147123,90805,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",37,12,West,80,Home Office,First Class,California,Paper,105,Shipped Late,Yes,80.28,46.0,25.0,33.8635,-118.1801,Yes,2,0,2013,12,11,2013,12,13,1643,674,2431,317,2013-12-11
Office Supplies,New York City,Bart Watters,0.0,CA-2013-127194,10024,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",30,9,East,63,Corporate,Standard Class,New York,Paper,82,Shipped On Time,Yes,62.82,47.0,19.0,40.7864,-73.9764,No,6,0,2013,12,11,2013,12,17,104,74,2120,399,2013-12-11
Office Supplies,New York City,Delfina Latchford,0.0,CA-2013-146941,10024,"Fellowes Personal Hanging Folder Files, Navy",23,6,East,81,Consumer,First Class,New York,Storage,106,Shipped Late,Yes,80.58,28.0,25.0,40.7864,-73.9764,Yes,3,0,2013,12,11,2013,12,14,649,220,2428,399,2013-12-11
Office Supplies,New York City,Delfina Latchford,0.0,CA-2013-146941,10024,Tyvek Side-Opening Peel & Seel Expanding Envelopes,163,4,East,362,Consumer,First Class,New York,Envelopes,474,Shipped Late,Yes,361.92,45.0,112.0,40.7864,-73.9764,Yes,3,0,2013,12,11,2013,12,14,1573,220,2428,399,2013-12-11
Office Supplies,New York City,Sara Luxemburg,0.0,CA-2013-100587,10024,Xerox 221,3,1,East,6,Home Office,Standard Class,New York,Paper,8,Shipped Early,Yes,6.48,48.0,2.0,40.7864,-73.9764,No,4,0,2013,12,11,2013,12,15,1809,676,1708,399,2013-12-11
Office Supplies,Seattle,Arthur Prichep,0.2,CA-2013-128412,98105,GBC DocuBind P50 Personal Binding Machine,52,3,West,154,Consumer,Standard Class,Washington,Binders,201,Shipped Late,Yes,153.55,33.8,47.0,47.6633,-122.3022,Yes,7,0,2013,12,11,2013,12,18,682,61,2137,545,2013-12-11
Office Supplies,Seattle,Arthur Prichep,0.0,CA-2013-128412,98105,Harmony HEPA Quiet Air Purifiers,12,3,West,35,Consumer,Standard Class,Washington,Appliances,46,Shipped Late,Yes,35.1,35.0,11.0,47.6633,-122.3022,Yes,7,0,2013,12,11,2013,12,18,798,61,2137,545,2013-12-11
Office Supplies,Seattle,Arthur Prichep,0.0,CA-2013-128412,98105,Holmes HEPA Air Purifier,23,3,West,65,Consumer,Standard Class,Washington,Appliances,86,Shipped Late,Yes,65.34,35.0,21.0,47.6633,-122.3022,Yes,7,0,2013,12,11,2013,12,18,814,61,2137,545,2013-12-11
Office Supplies,Seattle,Arthur Prichep,0.0,CA-2013-128412,98105,Xerox 1988,56,4,West,124,Consumer,Standard Class,Washington,Paper,162,Shipped Late,Yes,123.92,45.0,38.0,47.6633,-122.3022,Yes,7,0,2013,12,11,2013,12,18,1770,61,2137,545,2013-12-11
Office Supplies,Watertown,Chris McAfee,0.2,CA-2013-144309,13601,Fellowes PB200 Plastic Comb Binding Machine,221,5,East,680,Consumer,Standard Class,New York,Binders,891,Shipped On Time,Yes,679.96,32.5,211.0,43.9743,-75.9122,No,6,0,2013,12,11,2013,12,17,646,148,2376,607,2013-12-11
Office Supplies,Watertown,Chris McAfee,0.0,CA-2013-144309,13601,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 600 Sets per Book",9,2,East,19,Consumer,Standard Class,New York,Paper,24,Shipped On Time,Yes,18.54,47.0,5.0,43.9743,-75.9122,No,6,0,2013,12,11,2013,12,17,1642,148,2376,607,2013-12-11
Technology,Seattle,Arthur Prichep,0.0,CA-2013-128412,98105,Kingston Digital DataTraveler 16GB USB 2.0,9,5,West,45,Consumer,Standard Class,Washington,Accessories,59,Shipped Late,Yes,44.75,19.0,14.0,47.6633,-122.3022,Yes,7,0,2013,12,11,2013,12,18,957,61,2137,545,2013-12-11
Furniture,Anaheim,William Brown,0.2,CA-2013-165330,92804,"Global Wood Trimmed Managers Task Chair, Khaki",-32,5,West,364,Consumer,Same Day,California,Chairs,477,Shipped On Time,No,363.92,-8.8,113.0,33.8186,-117.9729,No,0,0,2013,12,12,2013,12,12,769,788,2728,10,2013-12-12
Furniture,Anaheim,William Brown,0.2,CA-2013-165330,92804,Hon Non-Folding Utility Tables,112,7,West,892,Consumer,Same Day,California,Tables,1169,Shipped On Time,Yes,892.14,12.5,277.0,33.8186,-117.9729,No,0,0,2013,12,12,2013,12,12,846,788,2728,10,2013-12-12
Furniture,Columbus,Noel Staavos,0.4,CA-2013-162187,43229,"Lesro Round Back Collection Coffee Table, End Table",-148,3,East,329,Corporate,Same Day,Ohio,Tables,431,Shipped On Time,No,328.59,-45.0,102.0,40.0839,-82.9726,No,0,0,2013,12,12,2013,12,12,974,575,2671,112,2013-12-12
Furniture,Columbus,Noel Staavos,0.3,CA-2013-162187,43229,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",-138,5,East,458,Corporate,Same Day,Ohio,Chairs,601,Shipped On Time,No,458.43,-30.0,143.0,40.0839,-82.9726,No,0,0,2013,12,12,2013,12,12,1202,575,2671,112,2013-12-12
Furniture,Portland,Deborah Brumfield,0.2,CA-2013-143609,97206,"Global Fabric Managers Chair, Dark Gray",25,5,West,404,Home Office,First Class,Oregon,Chairs,529,Shipped Late,Yes,403.92,6.3,125.0,45.484,-122.5973,Yes,2,0,2013,12,12,2013,12,14,749,217,2366,468,2013-12-12
Furniture,Vancouver,Anthony Rawles,0.0,CA-2013-160745,98661,3M Hangers With Command Adhesive,6,4,West,15,Corporate,Second Class,Washington,Furnishings,19,Shipped Late,Yes,14.8,41.0,4.0,45.6418,-122.6251,Yes,5,0,2013,12,12,2013,12,17,20,55,2648,597,2013-12-12
Office Supplies,Anaheim,William Brown,0.2,CA-2013-165330,92804,"Black Avery Memo-Size 3-Ring Binder, 5 1/2 x 8 1/2",2,2,West,6,Consumer,Same Day,California,Binders,8,Shipped On Time,Yes,5.87,36.3,2.0,33.8186,-117.9729,No,0,0,2013,12,12,2013,12,12,338,788,2728,10,2013-12-12
Office Supplies,Anaheim,William Brown,0.0,CA-2013-165330,92804,Boston 16765 Mini Stand Up Battery Pencil Sharpener,6,2,West,23,Consumer,Same Day,California,Art,31,Shipped On Time,Yes,23.32,26.0,8.0,33.8186,-117.9729,No,0,0,2013,12,12,2013,12,12,350,788,2728,10,2013-12-12
Office Supplies,Anaheim,William Brown,0.0,CA-2013-165330,92804,Fellowes 8 Outlet Superior Workstation Surge Protector,24,2,West,83,Consumer,Same Day,California,Appliances,109,Shipped On Time,Yes,83.42,29.0,26.0,33.8186,-117.9729,No,0,0,2013,12,12,2013,12,12,627,788,2728,10,2013-12-12
Office Supplies,Anaheim,William Brown,0.2,CA-2013-165330,92804,GBC Recycled VeloBinder Covers,40,9,West,123,Consumer,Same Day,California,Binders,161,Shipped On Time,Yes,122.69,32.5,38.0,33.8186,-117.9729,No,0,0,2013,12,12,2013,12,12,705,788,2728,10,2013-12-12
